Source,Destination,Flight Name,type,Status,Time,Actual_Time,Delay 
Cochin (COK),Mumbai,IndiGo,A,0,2020-02-05 20:35:00,2020-02-05 20:33:00,2.0
Nairobi (NBO),Mumbai,Air India,A,0,2020-02-05 20:40:00,2020-02-05 20:23:00,17.0
Ahmedabad (AMD),Mumbai,Air India,A,0,2020-02-05 20:40:00,2020-02-05 23:11:00,151.0
Hyderabad (HYD),Mumbai,SpiceJet,A,0,2020-02-05 20:40:00,2020-02-05 21:05:00,25.0
Mumbai,Hong Kong (HKG),Cathay Pacific Cargo,D,1,2020-02-05 20:40:00,2020-02-05 21:54:00,74.0
Mumbai,Muscat (MCT),IndiGo,D,1,2020-02-05 20:40:00,2020-02-05 23:08:00,148.0
Sharjah (SHJ),Mumbai,Air Arabia,A,0,2020-02-05 20:45:00,2020-02-05 20:19:00,26.0
Hyderabad (HYD),Mumbai,IndiGo,A,0,2020-02-05 20:45:00,2020-02-05 20:38:00,7.0
Guwahati (GAU),Mumbai,IndiGo,A,0,2020-02-05 20:45:00,2020-02-05 21:07:00,22.0
Mumbai,Colombo (CMB),SriLankan Airlines,D,1,2020-02-05 20:45:00,2020-02-05 21:39:00,54.0
Kolkata (CCU),Mumbai,SpiceJet,A,0,2020-02-05 20:50:00,2020-02-05 21:28:00,38.0
Delhi (DEL),Mumbai,SpiceJet,A,0,2020-02-05 20:50:00,2020-02-05 21:51:00,61.0
Mangalore (IXE),Mumbai,IndiGo,A,0,2020-02-05 20:50:00,2020-02-05 21:02:00,12.0
Mumbai,Cochin (COK),SpiceJet,D,1,2020-02-05 20:50:00,2020-02-05 22:05:00,75.0
Cochin (COK),Mumbai,SpiceJet,A,0,2020-02-05 20:55:00,2020-02-05 21:13:00,18.0
Mumbai,Delhi (DEL),Vistara,D,1,2020-02-05 20:55:00,2020-02-05 22:43:00,108.0
Mumbai,Delhi (DEL),IndiGo,D,1,2020-02-05 20:55:00,2020-02-05 22:18:00,83.0
Mumbai,Ahmedabad (AMD),IndiGo,D,1,2020-02-05 20:55:00,2020-02-05 22:00:00,65.0
Mumbai,Bengaluru (BLR),GoAir,D,1,2020-02-05 21:00:00,2020-02-05 22:32:00,92.0
Mumbai,Chennai (MAA),Vistara,D,1,2020-02-05 21:00:00,2020-02-05 22:35:00,95.0
Bengaluru (BLR),Mumbai,Air India,A,0,2020-02-05 21:05:00,2020-02-05 21:11:00,6.0
Mumbai,Hyderabad (HYD),Air India,D,1,2020-02-05 21:05:00,2020-02-05 21:57:00,52.0
Mumbai,Bengaluru (BLR),Vistara,D,1,2020-02-05 21:05:00,2020-02-05 22:46:00,101.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-05 21:10:00,2020-02-05 20:58:00,12.0
Mumbai,Delhi (DEL),SpiceJet,D,1,2020-02-05 21:10:00,2020-02-05 21:49:00,39.0
Mumbai,Jeddah (JED),Saudia,D,1,2020-02-05 21:10:00,2020-02-05 22:23:00,73.0
Mumbai,Abu Dhabi (AUH),Etihad,D,1,2020-02-05 21:10:00,2020-02-05 21:47:00,37.0
Mumbai,Riyadh (RUH),SpiceJet,D,1,2020-02-05 21:10:00,2020-02-05 21:51:00,41.0
Delhi (DEL),Mumbai,Air India,A,0,2020-02-05 21:15:00,2020-02-05 21:22:00,7.0
Delhi (DEL),Mumbai,Vistara,A,0,2020-02-05 21:15:00,2020-02-05 21:56:00,41.0
Mumbai,Delhi (DEL),GoAir,D,1,2020-02-05 21:15:00,2020-02-05 22:34:00,79.0
Vadodara (BDQ),Mumbai,IndiGo,A,0,2020-02-05 21:20:00,2020-02-05 22:23:00,63.0
Mumbai,Goa (GOI),Air India,D,1,2020-02-05 21:20:00,2020-02-05 22:52:00,92.0
Mumbai,Goa (GOI),SpiceJet,D,1,2020-02-05 21:20:00,2020-02-05 22:27:00,67.0
Mumbai,Cochin (COK),IndiGo,D,1,2020-02-05 21:20:00,2020-02-05 22:11:00,51.0
Ahmedabad (AMD),Mumbai,GoAir,A,0,2020-02-05 21:25:00,2020-02-05 22:04:00,39.0
Indore (IDR),Mumbai,IndiGo,A,0,2020-02-05 21:25:00,2020-02-05 21:26:00,1.0
Mumbai,Sharjah (SHJ),Air Arabia,D,1,2020-02-05 21:25:00,2020-02-05 22:21:00,56.0
Mumbai,Coimbatore (CJB),IndiGo,D,1,2020-02-05 21:25:00,2020-02-05 22:47:00,82.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-05 21:30:00,2020-02-05 21:27:00,3.0
Bhavnagar (BHU),Mumbai,Alliance Air,A,0,2020-02-05 21:30:00,2020-02-05 21:58:00,28.0
Mumbai,Delhi (DEL),Air India,D,1,2020-02-05 21:30:00,2020-02-05 22:29:00,59.0
Mumbai,Hyderabad (HYD),SpiceJet,D,1,2020-02-05 21:30:00,2020-02-05 23:26:00,116.0
Mumbai,Hyderabad (HYD),IndiGo,D,1,2020-02-05 21:30:00,2020-02-05 22:06:00,36.0
Mumbai,Bangkok (BKK),IndiGo,D,1,2020-02-05 21:30:00,2020-02-05 22:15:00,45.0
Chandigarh (IXC),Mumbai,Vistara,A,0,2020-02-05 21:35:00,2020-02-05 21:47:00,12.0
Mumbai,Bahrain (BAH),Gulf Air,D,1,2020-02-05 21:35:00,2020-02-05 22:13:00,38.0
Mumbai,Chennai (MAA),IndiGo,D,1,2020-02-05 21:35:00,2020-02-05 22:40:00,65.0
New York (EWR),Mumbai,United Airlines,A,0,2020-02-05 21:40:00,2020-02-05 22:04:00,24.0
Mumbai,Bengaluru (BLR),SpiceJet,D,1,2020-02-05 21:40:00,2020-02-05 22:59:00,79.0
Ranchi (IXR),Mumbai,GoAir,A,0,2020-02-05 21:45:00,2020-02-05 21:16:00,29.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-05 21:45:00,2020-02-05 21:43:00,2.0
Bengaluru (BLR),Mumbai,Vistara,A,0,2020-02-05 21:50:00,2020-02-05 21:36:00,14.0
Hong Kong (HKG),Mumbai,Air India,A,4,2020-02-05 21:50:00,,
Mumbai,Delhi (DEL),SpiceJet,D,1,2020-02-05 21:50:00,2020-02-05 23:22:00,92.0
Mumbai,Bengaluru (BLR),IndiGo,D,1,2020-02-05 21:50:00,2020-02-05 22:38:00,48.0
Delhi (DEL),Mumbai,Vistara,A,0,2020-02-05 21:55:00,2020-02-05 22:36:00,41.0
Mumbai,Delhi (DEL),Vistara,D,1,2020-02-05 21:55:00,2020-02-05 23:20:00,85.0
Abu Dhabi (AUH),Mumbai,GoAir,A,0,2020-02-05 22:00:00,2020-02-05 21:33:00,27.0
Bangkok (BKK),Mumbai,Thai Airways,A,0,2020-02-05 22:00:00,2020-02-05 22:57:00,57.0
Aurangabad (IXU),Mumbai,Air India,A,0,2020-02-05 22:00:00,2020-02-05 22:41:00,41.0
Mumbai,Dubai (DXB),Emirates,D,1,2020-02-05 22:00:00,2020-02-05 23:05:00,65.0
Delhi (DEL),Mumbai,GoAir,A,0,2020-02-05 22:05:00,2020-02-05 22:09:00,4.0
Varanasi (VNS),Mumbai,Corendon Airlines,A,0,2020-02-05 22:05:00,2020-02-05 22:07:00,2.0
Delhi (DEL),Mumbai,SpiceJet,A,0,2020-02-05 22:05:00,2020-02-05 22:51:00,46.0
Cochin (COK),Mumbai,GoAir,A,0,2020-02-05 22:10:00,2020-02-05 22:18:00,8.0
Cochin (COK),Mumbai,Air India,A,0,2020-02-05 22:10:00,2020-02-05 00:04:00,1326.0
Delhi (DEL),Mumbai,Air India,A,4,2020-02-05 22:10:00,,
Singapore (SIN),Mumbai,Singapore Airlines,A,0,2020-02-05 22:10:00,2020-02-05 21:47:00,23.0
Mumbai,Goa (GOI),GoAir,D,1,2020-02-05 22:10:00,2020-02-05 23:12:00,62.0
Mumbai,Kolkata (CCU),IndiGo,D,1,2020-02-05 22:10:00,2020-02-05 22:51:00,41.0
Dehradun (DED),Mumbai,SpiceJet,A,2,2020-02-05 22:15:00,,
Dubai (DXB),Mumbai,IndiGo,A,0,2020-02-05 22:15:00,2020-02-05 21:56:00,19.0
Mumbai,Kuwait City (KWI),Air India,D,1,2020-02-05 22:15:00,2020-02-05 23:10:00,55.0
Kuala Lumpur (KUL),Mumbai,Malindo Air,A,0,2020-02-05 22:20:00,2020-02-05 22:14:00,6.0
Singapore (SIN),Mumbai,Air India,A,0,2020-02-05 22:20:00,2020-02-05 22:44:00,24.0
Nagpur (NAG),Mumbai,IndiGo,A,0,2020-02-05 22:20:00,2020-02-05 22:13:00,7.0
Bhubaneswar (BBI),Mumbai,GoAir,A,0,2020-02-05 22:25:00,2020-02-05 22:32:00,7.0
Chandigarh (IXC),Mumbai,GoAir,A,0,2020-02-05 22:25:00,2020-02-05 23:08:00,43.0
Kuala Lumpur (KUL),Mumbai,Malaysia Airlines,A,0,2020-02-05 22:25:00,2020-02-05 22:22:00,3.0
Thiruvananthapuram (TRV),Mumbai,Air India,A,0,2020-02-05 22:25:00,2020-02-05 23:04:00,39.0
Kolkata (CCU),Mumbai,IndiGo,A,0,2020-02-05 22:25:00,2020-02-05 22:50:00,25.0
Mumbai,Delhi (DEL),IndiGo,D,1,2020-02-05 22:25:00,2020-02-05 22:56:00,31.0
Hyderabad (HYD),Mumbai,AirAsia,A,0,2020-02-05 22:30:00,2020-02-05 22:32:00,2.0
Zurich (ZRH),Mumbai,Swiss,A,0,2020-02-05 22:30:00,2020-02-05 23:16:00,46.0
Mumbai,Abu Dhabi (AUH),Air India,D,1,2020-02-05 22:30:00,2020-02-05 00:01:00,1349.0
New York (JFK),Mumbai,Delta Air Lines,A,0,2020-02-05 22:35:00,2020-02-05 21:38:00,57.0
Dubai (DXB),Mumbai,Air India Express (Kathakali/Bharatanatyam Livery),A,0,2020-02-05 22:35:00,2020-02-05 22:58:00,23.0
Patna (PAT),Mumbai,SpiceJet,A,0,2020-02-05 22:35:00,2020-02-05 23:03:00,28.0
Chennai (MAA),Mumbai,Vistara,A,0,2020-02-05 22:35:00,2020-02-05 22:43:00,8.0
Mumbai,Amritsar (ATQ),Air India,D,1,2020-02-05 22:40:00,2020-02-05 23:15:00,35.0
Mumbai,Delhi (DEL),Vistara,D,1,2020-02-05 22:40:00,2020-02-05 23:54:00,74.0
Bengaluru (BLR),Mumbai,SpiceJet,A,0,2020-02-05 22:45:00,2020-02-05 23:28:00,43.0
Delhi (DEL),Mumbai,SpiceJet,A,2,2020-02-05 22:45:00,,
Mumbai,Hyderabad (HYD),Corendon Airlines,D,1,2020-02-05 22:45:00,2020-02-05 23:49:00,64.0
Mumbai,Ahmedabad (AMD),SpiceJet,D,1,2020-02-05 22:45:00,2020-02-05 00:00:00,1365.0
Delhi (DEL),Mumbai,Vistara,A,0,2020-02-05 22:50:00,2020-02-05 23:09:00,19.0
Mumbai,Bengaluru (BLR),GoAir,D,1,2020-02-05 22:50:00,2020-02-05 23:29:00,39.0
Mumbai,Ahmedabad (AMD),GoAir,D,1,2020-02-05 22:50:00,2020-02-05 23:40:00,50.0
Dehradun (DED),Mumbai,Air India,A,0,2020-02-05 22:55:00,2020-02-05 22:49:00,6.0
Hyderabad (HYD),Mumbai,Vistara,A,0,2020-02-05 22:55:00,2020-02-05 23:59:00,64.0
Delhi (DEL),Mumbai,SpiceJet,A,0,2020-02-05 22:55:00,2020-02-05 23:24:00,29.0
Mumbai,Chennai (MAA),SpiceJet,D,1,2020-02-05 22:55:00,2020-02-05 23:35:00,40.0
Bangkok (BKK),Mumbai,GoAir,A,0,2020-02-05 23:00:00,2020-02-06 23:19:00,19.0
Bengaluru (BLR),Mumbai,AirAsia,A,0,2020-02-05 23:00:00,2020-02-06 23:30:00,30.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-05 23:00:00,2020-02-06 23:29:00,29.0
Chennai (MAA),Mumbai,SpiceJet,A,0,2020-02-05 23:05:00,2020-02-06 22:59:00,1434.0
Mumbai,Delhi (DEL),GoAir,D,1,2020-02-05 23:05:00,2020-02-06 23:32:00,27.0
Mumbai,Goa (GOI),AirAsia,D,1,2020-02-05 23:05:00,2020-02-06 23:43:00,38.0
Mumbai,Dubai (DXB),SpiceJet,D,1,2020-02-05 23:05:00,2020-02-06 23:52:00,47.0
Delhi (DEL),Mumbai,Air India,A,0,2020-02-05 23:10:00,2020-02-06 23:39:00,29.0
Delhi (DEL),Mumbai,AirAsia,A,0,2020-02-05 23:10:00,2020-02-06 23:37:00,27.0
Mumbai,Muscat (MCT),GoAir,D,1,2020-02-05 23:10:00,2020-02-06 23:31:00,21.0
Mumbai,Bengaluru (BLR),IndiGo,D,1,2020-02-05 23:10:00,2020-02-06 23:24:00,14.0
Bangkok (BKK),Mumbai,Bangkok Airways (Krabi Livery),A,0,2020-02-05 23:15:00,2020-02-06 23:18:00,3.0
Mumbai,Kolkata (CCU),GoAir,D,1,2020-02-05 23:15:00,2020-02-06 00:10:00,55.0
Mumbai,Kuala Lumpur (KUL),Malindo Air,D,1,2020-02-05 23:15:00,2020-02-06 23:45:00,30.0
Chennai (MAA),Mumbai,Air India,A,0,2020-02-05 23:20:00,2020-02-06 23:39:00,19.0
Mumbai,Bangkok (BKK),Thai Airways,D,1,2020-02-05 23:20:00,2020-02-06 02:29:00,189.0
Jaipur (JAI),Mumbai,SpiceJet,A,0,2020-02-05 23:25:00,2020-02-06 23:20:00,1435.0
Bengaluru (BLR),Mumbai,Vistara,A,0,2020-02-05 23:25:00,2020-02-06 00:42:00,77.0
Hyderabad (HYD),Mumbai,Air India,A,0,2020-02-05 23:30:00,2020-02-06 23:50:00,20.0
Mumbai,Muscat (MCT),Air India,D,1,2020-02-05 23:30:00,2020-02-06 00:37:00,67.0
Mumbai,Kuala Lumpur (KUL),Malaysia Airlines,D,1,2020-02-05 23:35:00,2020-02-06 00:13:00,38.0
Mumbai,Bengaluru (BLR),AirAsia,D,1,2020-02-05 23:35:00,2020-02-06 00:29:00,54.0
Mumbai,Singapore (SIN),Singapore Airlines,D,1,2020-02-05 23:35:00,2020-02-06 23:57:00,22.0
Visakhapatnam (VTZ),Mumbai,Air India,A,0,2020-02-05 23:40:00,2020-02-06 00:24:00,44.0
Coimbatore (CJB),Mumbai,SpiceJet,A,0,2020-02-05 23:40:00,2020-02-06 23:46:00,6.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-05 23:40:00,2020-02-06 23:59:00,19.0
Mumbai,Sharjah (SHJ),Air India Express (Samai/Diya Livery),D,1,2020-02-05 23:40:00,2020-02-06 00:19:00,39.0
Kolkata (CCU),Mumbai,SpiceJet,A,0,2020-02-05 23:45:00,2020-02-06 00:19:00,34.0
Chennai (MAA),Mumbai,SpiceJet,A,0,2020-02-05 23:45:00,2020-02-06 23:48:00,3.0
Mangalore (IXE),Mumbai,SpiceJet,A,0,2020-02-05 23:45:00,2020-02-06 00:10:00,25.0
Delhi (DEL),Mumbai,GoAir,A,0,2020-02-05 23:50:00,2020-02-06 23:42:00,1432.0
Delhi (DEL),Mumbai,SpiceJet,A,0,2020-02-05 23:50:00,2020-02-06 00:11:00,21.0
Delhi (DEL),Mumbai,Vistara,A,0,2020-02-05 23:50:00,2020-02-06 23:55:00,5.0
Mumbai,Singapore (SIN),Air India,D,1,2020-02-05 23:50:00,2020-02-06 00:35:00,45.0
Kolkata (CCU),Mumbai,Vistara,A,0,2020-02-05 23:55:00,2020-02-06 00:04:00,9.0
Chennai (MAA),Mumbai,IndiGo,A,0,2020-02-05 23:55:00,2020-02-06 00:31:00,36.0
Mumbai,Singapore (SIN),Vistara,D,1,2020-02-05 23:55:00,2020-02-06 00:08:00,13.0
Mumbai,Colombo (CMB),Air India,D,1,2020-02-05 23:58:00,2020-02-06 01:34:00,96.0
Ahmedabad (AMD),Mumbai,SpiceJet,A,0,2020-02-05 23:59:00,2020-02-06 00:10:00,11.0
Paris (CDG),Mumbai,Air France,A,0,2020-02-06 00:05:00,2020-02-06 00:21:00,16.0
Hyderabad (HYD),Mumbai,IndiGo,A,0,2020-02-06 00:05:00,2020-02-06 00:51:00,46.0
Mumbai,Delhi (DEL),GoAir,D,1,2020-02-06 00:05:00,2020-02-06 00:26:00,21.0
Mumbai,Delhi (DEL),AirAsia,D,1,2020-02-06 00:05:00,2020-02-06 00:41:00,36.0
Mumbai,Bangkok (BKK),Bangkok Airways (Krabi Livery),D,1,2020-02-06 00:05:00,2020-02-06 00:44:00,39.0
Jaipur (JAI),Mumbai,GoAir,A,0,2020-02-06 00:10:00,2020-02-06 23:46:00,1416.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-06 00:10:00,2020-02-06 00:53:00,43.0
Mumbai,New York (EWR),United Airlines,D,1,2020-02-06 00:10:00,2020-02-06 00:39:00,29.0
London (LHR),Mumbai,British Airways,A,0,2020-02-06 00:15:00,2020-02-06 01:27:00,72.0
Dubai (DXB),Mumbai,Vistara,A,0,2020-02-06 00:15:00,2020-02-06 00:28:00,13.0
Coimbatore (CJB),Mumbai,IndiGo,A,0,2020-02-06 00:15:00,2020-02-06 01:54:00,99.0
Mumbai,Bengaluru (BLR),IndiGo,D,1,2020-02-06 00:15:00,2020-02-06 00:50:00,35.0
Bengaluru (BLR),Mumbai,GoAir,A,0,2020-02-06 00:20:00,2020-02-06 00:16:00,4.0
Goa (GOI),Mumbai,SpiceJet,A,0,2020-02-06 00:20:00,2020-02-06 01:03:00,43.0
Chennai (MAA),Mumbai,IndiGo,A,0,2020-02-06 00:20:00,2020-02-06 01:43:00,83.0
Mumbai,Chennai (MAA),IndiGo,D,1,2020-02-06 00:20:00,2020-02-06 00:34:00,14.0
Delhi (DEL),Mumbai,Vistara,A,0,2020-02-06 00:25:00,2020-02-06 00:33:00,8.0
Jeddah (JED),Mumbai,IndiGo,A,0,2020-02-06 00:25:00,2020-02-06 00:56:00,31.0
Mumbai,Cochin (COK),IndiGo,D,1,2020-02-06 00:25:00,2020-02-06 00:32:00,7.0
Bengaluru (BLR),Mumbai,AirAsia,A,0,2020-02-06 00:30:00,2020-02-06 00:21:00,9.0
Kolkata (CCU),Mumbai,IndiGo,A,0,2020-02-06 00:30:00,2020-02-06 00:32:00,2.0
Mumbai,Goa (GOI),SpiceJet,D,1,2020-02-06 00:30:00,2020-02-06 00:51:00,21.0
Hong Kong (HKG),Mumbai,Cathay Pacific (Oneworld Livery),A,0,2020-02-06 00:35:00,2020-02-06 00:38:00,3.0
Mumbai,Kannur (CNN),GoAir,D,1,2020-02-06 00:35:00,2020-02-06 00:58:00,23.0
Mumbai,Kolkata (CCU),SpiceJet,D,1,2020-02-06 00:35:00,2020-02-06 01:24:00,49.0
Amsterdam (AMS),Mumbai,KLM,A,0,2020-02-06 00:40:00,2020-02-06 01:04:00,24.0
Goa (GOI),Mumbai,Air India,A,0,2020-02-06 00:45:00,2020-02-06 01:46:00,61.0
Delhi (DEL),Mumbai,IndiGo,A,0,2020-02-06 00:45:00,2020-02-06 00:49:00,4.0
Mumbai,Dubai (DXB),Air India,D,1,2020-02-06 00:45:00,2020-02-06 01:03:00,18.0
Mumbai,Bengaluru (BLR),SpiceJet,D,1,2020-02-06 00:50:00,2020-02-06 01:06:00,16.0
Mumbai,Chennai (MAA),SpiceJet,D,1,2020-02-06 00:50:00,2020-02-06 01:28:00,38.0
Mumbai,Hyderabad (HYD),IndiGo,D,1,2020-02-06 00:50:00,2020-02-06 01:59:00,69.0
Mumbai,Delhi (DEL),IndiGo,D,1,2020-02-06 00:50:00,2020-02-06 02:08:00,78.0
London (LHR),Mumbai,Virgin Atlantic,A,0,2020-02-06 00:55:00,2020-02-06 00:59:00,4.0
Nagpur (NAG),Mumbai,Air India,A,0,2020-02-06 00:55:00,2020-02-06 01:59:00,64.0
Hyderabad (HYD),Mumbai,SpiceJet,A,0,2020-02-06 00:55:00,2020-02-06 00:53:00,2.0
Bengaluru (BLR),Mumbai,IndiGo,A,0,2020-02-06 00:55:00,2020-02-06 01:14:00,19.0
Mumbai,New York (JFK),Delta Air Lines,D,1,2020-02-06 00:55:00,2020-02-06 01:40:00,45.0
Seoul (ICN),Mumbai,Korean Air,A,0,2020-02-06 01:00:00,2020-02-06 01:25:00,25.0
Frankfurt (FRA),Mumbai,Lufthansa,A,0,2020-02-06 01:00:00,2020-02-06 01:20:00,20.0
Kuwait City (KWI),Mumbai,Kuwait Airways,A,0,2020-02-06 01:10:00,2020-02-06 00:45:00,25.0
Delhi (DEL),Mumbai,Air India,A,0,2020-02-06 01:10:00,2020-02-06 01:04:00,6.0
Kolkata (CCU),Mumbai,AirAsia,A,0,2020-02-06 01:10:00,2020-02-06 01:07:00,3.0
Mumbai,Bengaluru (BLR),AirAsia,D,1,2020-02-06 01:10:00,2020-02-06 01:20:00,10.0
Goa (GOI),Mumbai,GoAir,A,0,2020-02-06 01:20:00,2020-02-06 01:47:00,27.0
Mumbai,Zurich (ZRH),Swiss,D,1,2020-02-06 01:20:00,2020-02-06 01:37:00,17.0
Mumbai,Phuket (HKT),GoAir,D,1,2020-02-06 01:25:00,2020-02-06 01:31:00,6.0
Mumbai,Dubai (DXB),IndiGo,D,1,2020-02-06 01:25:00,2020-02-06 01:49:00,24.0
Kolkata (CCU),Mumbai,GoAir,A,0,2020-02-06 01:30:00,2020-02-06 01:14:00,16.0
Dubai (DXB),Mumbai,IndiGo,A,0,2020-02-06 01:30:00,2020-02-06 01:13:00,17.0
Mumbai,New York (EWR),Air India,D,1,2020-02-06 01:30:00,2020-02-06 02:32:00,62.0
Bangkok (BKK),Mumbai,THAI Smile,A,0,2020-02-06 01:35:00,2020-02-06 01:37:00,2.0
Hyderabad (HYD),Mumbai,Blue Dart Aviation,A,0,2020-02-06 01:35:00,2020-02-06 01:25:00,10.0
Mumbai,Ahmedabad (AMD),Air India,D,1,2020-02-06 01:35:00,2020-02-06 01:55:00,20.0
Mumbai,Hong Kong (HKG),Cathay Pacific (Oneworld Livery),D,1,2020-02-06 01:40:00,2020-02-06 02:14:00,34.0
Cairo (CAI),Mumbai,EgyptAir,A,0,2020-02-06 01:45:00,2020-02-06 01:31:00,14.0
Delhi (DEL),Mumbai,SpiceJet,A,0,2020-02-06 01:45:00,2020-02-06 01:47:00,2.0
Ahmedabad (AMD),Mumbai,GoAir,A,0,2020-02-06 01:50:00,2020-02-06 02:17:00,27.0
Bangkok (BKK),Mumbai,SpiceJet,A,0,2020-02-06 01:50:00,2020-02-06 01:38:00,12.0
Hyderabad (HYD),Mumbai,IndiGo,A,0,2020-02-06 01:50:00,2020-02-06 01:36:00,14.0
Mumbai,Kolkata (CCU),AirAsia,D,1,2020-02-06 01:50:00,2020-02-06 02:05:00,15.0
Mumbai,Singapore (SIN),IndiGo,D,1,2020-02-06 01:50:00,2020-02-06 02:04:00,14.0
Mumbai,Delhi (DEL),IndiGo,D,1,2020-02-06 01:50:00,2020-02-06 02:00:00,10.0
Mumbai,Goa (GOI),Air India,D,1,2020-02-06 02:00:00,2020-02-06 02:17:00,17.0
Bengaluru (BLR),Mumbai,Blue Dart Aviation,A,0,2020-02-06 02:05:00,2020-02-06 01:51:00,14.0
Goa (GOI),Mumbai,AirAsia,A,0,2020-02-06 02:05:00,2020-02-06 01:58:00,7.0
Mumbai,Paris (CDG),Air France,D,1,2020-02-06 02:05:00,2020-02-06 02:41:00,36.0
Colombo (CMB),Mumbai,SriLankan Airlines,A,0,2020-02-06 02:10:00,2020-02-06 01:56:00,14.0
Delhi (DEL),Mumbai,SpiceJet,A,4,2020-02-06 02:10:00,,
Dubai (DXB),Mumbai,Emirates (Expo 2020 - Opportunity Livery),A,0,2020-02-06 02:15:00,2020-02-06 02:13:00,2.0
Mumbai,London (LHR),British Airways,D,1,2020-02-06 02:15:00,2020-02-06 03:19:00,64.0
Mumbai,Delhi (DEL),SpiceJet,D,1,2020-02-06 02:20:00,2020-02-06 02:45:00,25.0
Sharjah (SHJ),Mumbai,SpiceJet,A,4,2020-02-06 02:25:00,,
Mumbai,Kuwait City (KWI),Kuwait Airways,D,1,2020-02-06 02:25:00,2020-02-06 02:19:00,6.0
Mumbai,Ahmedabad (AMD),Blue Dart Aviation,D,1,2020-02-06 02:25:00,2020-02-06 02:26:00,1.0
Doha (DOH),Mumbai,Qatar Airways (Oneworld Livery),A,0,2020-02-06 02:30:00,2020-02-06 02:02:00,28.0
Mumbai,Amsterdam (AMS),KLM,D,1,2020-02-06 02:30:00,2020-02-06 03:07:00,37.0
Mumbai,Seoul (ICN),Korean Air,D,1,2020-02-06 02:30:00,2020-02-06 02:59:00,29.0
Mumbai,Hyderabad (HYD),IndiGo,D,1,2020-02-06 02:30:00,2020-02-06 02:28:00,2.0
Addis Ababa (ADD),Mumbai,Ethiopian Airlines,A,0,2020-02-06 02:35:00,2020-02-06 02:27:00,8.0
Mumbai,Hyderabad (HYD),SpiceJet,D,1,2020-02-06 02:35:00,2020-02-06 02:39:00,4.0
Abu Dhabi (AUH),Mumbai,Etihad,A,0,2020-02-06 02:40:00,2020-02-06 02:08:00,32.0
Mumbai,Bangkok (BKK),THAI Smile,D,1,2020-02-06 02:40:00,2020-02-06 02:50:00,10.0
Muscat (MCT),Mumbai,IndiGo,A,0,2020-02-06 02:45:00,2020-02-06 04:59:00,134.0
Mumbai,-,SpiceJet,D,1,2020-02-06 02:45:00,2020-02-06 03:01:00,16.0
Mumbai,Cairo (CAI),EgyptAir,D,1,2020-02-06 02:50:00,2020-02-06 02:57:00,7.0
Mumbai,Frankfurt (FRA),Lufthansa,D,1,2020-02-06 02:55:00,2020-02-06 03:17:00,22.0
Mumbai,London (LHR),Virgin Atlantic,D,1,2020-02-06 03:00:00,2020-02-06 03:14:00,14.0
Mumbai,Delhi (DEL),SpiceJet,D,4,2020-02-06 03:00:00,,
Kuwait City (KWI),Mumbai,Jazeera Airways,A,0,2020-02-06 03:05:00,2020-02-06 02:24:00,41.0
Mumbai,Delhi (DEL),Blue Dart Aviation,D,1,2020-02-06 03:05:00,2020-02-06 03:04:00,1.0
Mumbai,Delhi (DEL),Vistara,D,1,2020-02-06 03:05:00,2020-02-06 03:10:00,5.0
Mumbai,Colombo (CMB),SriLankan Airlines,D,1,2020-02-06 03:10:00,2020-02-06 03:06:00,4.0
Mumbai,Bangkok (BKK),Etihad,D,1,2020-02-06 03:10:00,2020-02-06 03:21:00,11.0
London (LHR),Mumbai,Air India (Star Alliance Livery),A,0,2020-02-06 04:00:00,2020-02-06 04:54:00,54.0
Delhi (DEL),Mumbai,SpiceXpress,A,0,2020-02-06 04:00:00,2020-02-06 04:49:00,49.0
Mumbai,Doha (DOH),Qatar Airways (Oneworld Livery),D,1,2020-02-06 04:00:00,2020-02-06 04:19:00,19.0
Mumbai,Port Blair (IXZ),GoAir,D,1,2020-02-06 04:00:00,2020-02-06 04:06:00,6.0
Bengaluru (BLR),Mumbai,SpiceJet,A,0,2020-02-06 04:05:00,2020-02-06 04:10:00,5.0
Mumbai,Addis Ababa (ADD),Ethiopian Airlines,D,1,2020-02-06 04:05:00,2020-02-06 04:18:00,13.0
Mumbai,Kuwait City (KWI),Jazeera Airways,D,1,2020-02-06 04:05:00,2020-02-06 04:01:00,4.0
Mumbai,Bangkok (BKK),SpiceJet,D,1,2020-02-06 04:05:00,2020-02-06 04:10:00,5.0
Dubai (DXB),Mumbai,Air India,A,0,2020-02-06 04:10:00,2020-02-06 04:07:00,3.0
Delhi (DEL),Mumbai,Blue Dart Aviation,A,0,2020-02-06 04:10:00,2020-02-06 04:27:00,17.0
Victoria (SEZ),Mumbai,Air Seychelles,A,0,2020-02-06 04:15:00,2020-02-06 04:18:00,3.0
Sharjah (SHJ),Mumbai,Air Arabia,A,0,2020-02-06 04:15:00,2020-02-06 04:13:00,2.0
Doha (DOH),Mumbai,IndiGo,A,0,2020-02-06 04:15:00,2020-02-06 04:33:00,18.0
