Time,Flight Number,Source,Flight Name,Aircraft,Status
5:40 PM,6E5341,Chennai (MAA),IndiGo,A20N (VT-ITT),Landed 6:45 PM
5:45 PM,EK502,Dubai (DXB),Emirates,B77W (A6-EGU),Landed 5:25 PM
5:45 PM,SG247,Varanasi (VNS),SpiceJet,B738 (VT-SXE),Landed 5:44 PM
5:45 PM,6E5353,Kolkata (CCU),IndiGo,A320 (VT-IAN),Landed 5:56 PM
5:50 PM,I5332,Delhi (DEL),AirAsia,A320 (VT-ATF),Landed 5:51 PM
5:50 PM,6E1784,Male (MLE),IndiGo,A320 (VT-IDM),Landed 5:34 PM
6:00 PM,G8287,Srinagar (SXR),GoAir,A320 (VT-GOO),Landed 6:01 PM
6:05 PM,SG6372,Amritsar (ATQ),SpiceJet,B738 (VT-SGY),Landed 6:07 PM
6:05 PM,SG8161,Delhi (DEL),SpiceJet,B738 (VT-SGG),Landed 5:56 PM
6:05 PM,6E5318,Lucknow (LKO),IndiGo,A320 (VT-IGJ),Landed 6:03 PM
6:10 PM,SG6379,Madurai (IXM),SpiceJet,737,Unknown
6:10 PM,6E981,Dehradun (DED),IndiGo,A20N (VT-IVP),Landed 6:52 PM
6:15 PM,UK656,Jodhpur (JDH),Vistara,B738 (VT-TGE),Landed 6:48 PM
6:15 PM,AI636,Indore (IDR),Air India,A319 (VT-SCG),Landed 6:36 PM
6:15 PM,G8320,Bengaluru (BLR),GoAir,A20N (VT-WGD),Landed 6:18 PM
6:15 PM,6E755,Delhi (DEL),IndiGo,A320 (VT-INZ),Landed 6:27 PM
6:20 PM,G82606,Goa (GOI),GoAir,A320 (VT-GOS),Landed 6:27 PM
6:25 PM,NH829,Tokyo (NRT),All Nippon Airways,B789 (JA892A),Landed 6:06 PM
6:25 PM,6E559,Srinagar (SXR),IndiGo,A320 (VT-IDZ),Landed 6:09 PM
6:25 PM,6E628,Vadodara (BDQ),IndiGo,A320 (VT-IEY),Landed 6:19 PM
6:30 PM,UK622,Varanasi (VNS),Vistara,A20N (VT-TNH),Landed 6:29 PM
6:35 PM,6E418,Goa (GOI),IndiGo,A320 (VT-INU),Landed 6:39 PM
6:40 PM,G82602,Nagpur (NAG),GoAir,A20N (VT-WJA),Landed 6:17 PM
6:40 PM,AI618,Hyderabad (HYD),Air India,A319 (VT-SCN),Landed 6:41 PM
6:45 PM,6E804,Raipur (RPR),IndiGo,A21N (VT-IUM),Landed 6:50 PM
6:50 PM,6E1793,Bangkok (BKK),IndiGo,A320 (VT-IHR),Landed 7:13 PM
6:50 PM,AI672,Chennai (MAA),Air India,A20N (VT-EXT),Landed 7:36 PM
6:50 PM,SG487,Goa (GOI),SpiceJet,B738 (VT-SZB),Landed 7:03 PM
6:50 PM,6E983,Bhopal (BHO),IndiGo,A20N (VT-IZD),Landed 7:00 PM
6:55 PM,6E5331,Bengaluru (BLR),IndiGo,A20N (VT-IVN),Landed 6:56 PM
7:00 PM,QR8600,Doha (DOH),Qatar Cargo,A332 (A7-AFG),Landed 6:36 PM
7:05 PM,UK941,Delhi (DEL),Vistara,A20N (VT-TNQ),Landed 7:11 PM
7:10 PM,EY204,Abu Dhabi (AUH),Etihad,A321 (A6-AEI),Landed 7:08 PM
7:10 PM,AI102,Delhi (DEL),Air India,B77W (VT-ALU),Landed 7:22 PM
7:10 PM,AI644,Udaipur (UDR),Air India,A319 (VT-SCO),Landed 6:56 PM
7:10 PM,6E757,Kolkata (CCU),IndiGo,A320 (VT-IKB),Landed 6:58 PM
7:15 PM,SG6266,Guwahati (GAU),SpiceJet,B738 (VT-SYM),Landed 8:08 PM
7:15 PM,6E468,Goa (GOI),IndiGo,A20N (VT-ITF),Landed 7:22 PM
7:20 PM,6.00E+191,Delhi (DEL),IndiGo,A320 (VT-IGS),Landed 7:43 PM
7:20 PM,6E787,Ranchi (IXR),IndiGo,A20N (VT-IJA),Landed 7:36 PM
7:20 PM,6E998,Chennai (MAA),IndiGo,A20N (VT-ITY),Landed 7:26 PM
7:30 PM,SV772,Jeddah (JED),Saudia,B77W (HZ-AK29),Landed 7:32 PM
7:30 PM,6E394,Jaipur (JAI),IndiGo,A320 (VT-IHE),Landed 7:16 PM
7:35 PM,6E5306,Indore (IDR),IndiGo,A320 (VT-IHH),Landed 7:52 PM
7:40 PM,G8372,Goa (GOI),GoAir,A20N (VT-WGI),Landed 7:47 PM
7:40 PM,SG6438,Thiruvananthapuram (TRV),SpiceJet,B738 (VT-SYR),Landed 8:13 PM
7:40 PM,SG6446,Udaipur (UDR),SpiceJet,B737 (VT-SLP),Landed 7:08 PM
7:40 PM,6E5376,Hyderabad (HYD),IndiGo,A20N (VT-ITW),Landed 7:49 PM
7:45 PM,AI773,Kolkata (CCU),Air India,A319 (VT-SCA),Landed 8:02 PM
7:45 PM,UL143,Colombo (CMB),SriLankan Airlines,A21N (4R-ANE),Landed 7:29 PM
7:50 PM,6.00E+129,Delhi (DEL),IndiGo,A320 (VT-IEK),Landed 7:47 PM
7:55 PM,AI651,Visakhapatnam (VTZ),Air India,A321 (VT-PPW),Landed 8:26 PM
8:05 PM,UK955,Delhi (DEL),Vistara,A320 (VT-TTI),Landed 8:36 PM
8:10 PM,AI650,Amritsar (ATQ),Air India,A320 (VT-EXC),Landed 8:42 PM
8:10 PM,AI662,Goa (GOI),Air India,A321 (VT-PPT),Landed 7:57 PM
8:15 PM,UK854,Bengaluru (BLR),Vistara,B738 (VT-TGG),Landed 8:19 PM
8:15 PM,AI24,Delhi (DEL),Air India,A20N (VT-CIP),Landed 8:22 PM
8:15 PM,SG8168,Jaipur (JAI),SpiceJet,B738 (VT-SLG),Landed 8:04 PM
8:15 PM,UK776,Kolkata (CCU),Vistara,B738 (VT-TGB),Landed 8:30 PM
8:15 PM,6E313,Ahmedabad (AMD),IndiGo,A320 (VT-IFE),Landed 8:15 PM
8:20 PM,G8640,Delhi (DEL),GoAir,A20N (VT-WGS),Landed 8:58 PM
8:20 PM,6E6449,Bengaluru (BLR),IndiGo,A320 (VT-IEJ),Landed 8:47 PM
8:25 PM,GF64,Bahrain (BAH),Gulf Air,A321 (A9C-CE),Landed 7:59 PM
8:25 PM,G8396,Lucknow (LKO),GoAir,A20N (VT-WGX),Landed 8:27 PM
8:35 PM,EK508,Dubai (DXB),Emirates,B77W (A6-EPZ),Landed 8:09 PM
8:35 PM,SG6355,Andal (RDP),SpiceJet,B737 (VT-SYO),Landed 8:47 PM
8:35 PM,6E5395,Cochin (COK),IndiGo,A320 (VT-IFQ),Landed 8:31 PM
8:40 PM,AI985,Ahmedabad (AMD),Air India,A321 (VT-PPO),Landed 8:34 PM
8:40 PM,SG468,Hyderabad (HYD),SpiceJet,B738 (VT-SGQ),Landed 8:42 PM
8:45 PM,G9401,Sharjah (SHJ),Air Arabia,A320 (A6-ANZ),Landed 8:19 PM
8:45 PM,6.00E+231,Hyderabad (HYD),IndiGo,A320 (VT-IGH),Landed 9:24 PM
8:45 PM,6E433,Guwahati (GAU),IndiGo,A320 (VT-IDP),Landed 8:41 PM
8:50 PM,SG6366,Kolkata (CCU),SpiceJet,B738 (VT-SXC),Landed 9:05 PM
8:50 PM,SG8709,Delhi (DEL),SpiceJet,B738 (VT-SYZ),Landed 10:00 PM
8:50 PM,6E459,Mangalore (IXE),IndiGo,A20N (VT-ITJ),Landed 8:52 PM
8:55 PM,SG6283,Cochin (COK),SpiceJet,B738 (VT-SYS),Landed 9:11 PM
9:05 PM,AI610,Bengaluru (BLR),Air India,A20N (VT-CIE),Landed 9:01 PM
9:05 PM,9I652,Bhavnagar (BHU),Alliance Air,AT76 (VT-RKL),Landed 8:57 PM
9:10 PM,6E843,Delhi (DEL),IndiGo,A320 (VT-IEB),Landed 9:46 PM
9:15 PM,AI624,Delhi (DEL),Air India,A20N (VT-EXL),Landed 10:07 PM
9:15 PM,UK977,Delhi (DEL),Vistara,A320 (VT-TTN),Landed 9:35 PM
9:20 PM,6E6017,Vadodara (BDQ),IndiGo,A20N (VT-ITT),Landed 10:16 PM
9:25 PM,6E587,Indore (IDR),IndiGo,A20N (VT-IVH),Landed 8:53 PM
9:25 PM,G8537,Ahmedabad (AMD),GoAir,A20N (VT-WGO),Landed 9:04 PM
9:30 PM,6E5348,Bengaluru (BLR),IndiGo,A20N (VT-IZA),Landed 9:16 PM
9:35 PM,UK652,Chandigarh (IXC),Vistara,A20N (VT-TNR),Landed 9:49 PM
9:35 PM,AI441,Aurangabad (IXU),Air India,A319 (VT-SCS),Landed 9:14 PM
9:40 PM,UA48,New York (EWR),United Airlines,B77W (N2333U),Landed 9:30 PM
9:45 PM,G8484,Ranchi (IXR),GoAir,A20N (VT-WGJ),Landed 9:45 PM
9:45 PM,6.00E+197,Delhi (DEL),IndiGo,A20N (VT-ITG),Landed 10:57 PM
9:50 PM,UK850,Bengaluru (BLR),Vistara,B738 (VT-TGH),Landed 10:03 PM
9:55 PM,UK985,Delhi (DEL),Vistara,A320 (VT-TTJ),Landed 11:49 PM
10:00 PM,TG317,Bangkok (BKK),Thai Airways,B773 (HS-TKA),Landed 9:51 PM
10:00 PM,G86,Abu Dhabi (AUH),GoAir,A20N (VT-WJC),Landed 9:58 PM
10:05 PM,G8446,Delhi (DEL),GoAir,A20N (VT-WJI),Landed 11:03 PM
10:05 PM,SG703,Varanasi (VNS),Corendon Airlines,B738 (TC-TJR),Landed 9:36 PM
10:05 PM,SG8179,Delhi (DEL),Corendon Airlines,B738 (TC-CON),Landed 9:57 PM
10:10 PM,AC46,Toronto (YYZ),Air Canada,B77L (C-FIUJ),Landed 11:57 PM
10:10 PM,EK9818,Dubai (DWC),Emirates SkyCargo,B77L (A6-EFI),Landed 9:28 PM
10:10 PM,G8345,Cochin (COK),GoAir,A20N (VT-WJP),Landed 10:07 PM
10:10 PM,SQ424,Singapore (SIN),Singapore Airlines,A388 (9V-SKV),Landed 9:38 PM
10:10 PM,AI55,Cochin (COK),Air India,A319 (VT-SCL),Landed 10:44 PM
10:15 PM,SG6933,Dehradun (DED),SpiceJet,737,Unknown
10:15 PM,6.00E+84,Dubai (DXB),IndiGo,A320 (VT-IAL),Landed 9:43 PM
10:20 PM,OD215,Kuala Lumpur (KUL),Malindo Air,B738 (9M-LCG),Landed 10:21 PM
10:20 PM,6E404,Nagpur (NAG),IndiGo,A20N (VT-ITX),Landed 10:10 PM
10:25 PM,AI668,Thiruvananthapuram (TRV),Air India,A20N (VT-EXH),Landed 10:29 PM
10:25 PM,G82507,Chandigarh (IXC),GoAir,A20N (VT-WJN),Landed 10:34 PM
10:25 PM,MH194,Kuala Lumpur (KUL),Malaysia Airlines,A333 (9M-MTH),Landed 10:21 PM
10:25 PM,G8247,Bhubaneswar (BBI),GoAir,A320 (VT-WAL),Landed 10:23 PM
10:25 PM,6E6176,Kolkata (CCU),IndiGo,A20N (VT-IVF),Landed 10:37 PM
10:30 PM,I5331,Hyderabad (HYD),AirAsia,A320 (VT-ATF),Landed 10:33 PM
10:30 PM,LX154,Zurich (ZRH),Swiss,A343 (HB-JMH),Landed 10:13 PM
10:35 PM,DL24,New York (JFK),Delta Air Lines,B77L (N705DN),Landed 10:53 PM
10:35 PM,IX248,Dubai (DXB),Air India Express (White Tiger/Spotted Deer),B738 (VT-AYB),Landed 10:01 PM
10:35 PM,SG377,Patna (PAT),SpiceJet,B738 (VT-SPP),Landed 10:41 PM
10:35 PM,UK824,Chennai (MAA),Vistara,B738 (VT-TGI),Landed 10:34 PM
10:45 PM,AI805,Delhi (DEL),Air India,A20N (VT-EXJ),Landed 11:43 PM
10:45 PM,SG456,Bengaluru (BLR),SpiceJet,B738 (VT-SLE),Landed 10:46 PM
10:50 PM,UK953,Delhi (DEL),Vistara,B738 (VT-TGD),Landed 11:13 PM
10:55 PM,AI689,Dehradun (DED),Air India,A319 (VT-SCF),Landed 10:25 PM
10:55 PM,SG8715,Delhi (DEL),SpiceJet,B738 (VT-SYY),Landed 11:15 PM
10:55 PM,UK876,Hyderabad (HYD),Vistara,A20N (VT-TNH),Landed 11:09 PM
11:00 PM,G826,Bangkok (BKK),GoAir,A20N (VT-WGK),Landed 11:00 PM
11:00 PM,I5334,Bengaluru (BLR),AirAsia,A320 (VT-ATQ),Landed 10:49 PM
11:00 PM,6.00E+185,Delhi (DEL),IndiGo,A320 (VT-IDY),Landed 11:35 PM
11:05 PM,SG252,Chennai (MAA),SpiceJet,B738 (VT-SYM),Landed 1:10 AM
11:10 PM,AI191,Delhi (DEL),Air India,B788 (VT-ANG),Landed 10:57 PM
11:10 PM,I5482,Delhi (DEL),AirAsia,A320 (VT-ATB),Landed 1:59 AM
11:15 PM,PG733,Bangkok (BKK),Bangkok Airways (Guilin Livery),A320 (HS-PGU),Landed 10:57 PM
11:15 PM,SQ7951,Brussels (BRU),Singapore Airlines,74Y,Unknown
11:20 PM,AI93,Chennai (MAA),Air India,A20N (VT-EXS),Landed 12:13 AM
11:25 PM,SG6237,Jaipur (JAI),SpiceJet,B738 (VT-SXE),Landed 10:42 PM
11:25 PM,UK866,Bengaluru (BLR),Vistara,B738 (VT-TGE),Landed 11:46 PM
11:30 PM,AI51,Hyderabad (HYD),Air India,A321 (VT-PPH),Landed 11:24 PM
11:40 PM,SG6248,Coimbatore (CJB),SpiceJet,737,Unknown
11:40 PM,SQ426,Singapore (SIN),Singapore Airlines,B772 (9V-SVE),Landed 11:08 PM
11:40 PM,6E6794,Bengaluru (BLR),IndiGo,A320 (VT-IKE),Landed 11:28 PM
11:45 PM,SG612,Chennai (MAA),SpiceJet,B737 (VT-SLA),Landed 11:40 PM
11:45 PM,SG489,Kolkata (CCU),SpiceJet,B737 (VT-SYP),Landed 12:45 AM
11:45 PM,SG6250,Mangalore (IXE),SpiceJet,B738 (VT-SGY),Landed 11:24 PM
11:50 PM,G8429,Delhi (DEL),GoAir,A20N (VT-WJB),Landed 12:30 AM
11:50 PM,SG8159,Delhi (DEL),SpiceJet,B738 (VT-SGG),Landed 12:11 AM
11:50 PM,UK981,Delhi (DEL),Vistara,A20N (VT-TNI),Landed 12:32 AM
11:55 PM,LH766,Munich (MUC),Lufthansa,A359 (D-AIXI),Landed 11:45 PM
11:55 PM,UK774,Kolkata (CCU),Vistara,B738 (VT-TGA),Landed 11:33 PM
11:55 PM,6E6183,Chennai (MAA),IndiGo,A320 (VT-IAN),Landed 11:19 PM
11:59 PM,SG638,Ahmedabad (AMD),SpiceJet,B737 (VT-SYU),Landed 11:57 PM
